PN,ATA,ALT_KATEGORI,AILE,MODEL,KRITIKLIK,ATOLYE,TEMIN_KANALI,LEAD_TIME_GUN,TALEP_2025,CEYREK_ORAN_2025_SBA,FILO_BUYUME_KATSAYISI,TALEP_2033_YILLIK,SERVIS_SEVIYESI_HEDEF,EMNIYET_STOGU,MIN_2025,MAX_2025,MIN_2033,MAX_2033,SCRAP_ORANI,SCRAP_2033_YILLIK,AOG_RISK_SKORU,ALARM_2033
PN-101930,23,COMMUNICATIONS,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,5,0.91,0.69,2.5,0.9,1.0,2.0,3.0,2.0,3.0,0.4,1.0,23.9,False
PN-100833,24,ELECTRICAL POWER,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,3.0,23,5.75,2.59,58.5,0.9,1.0,2.0,8.0,2.0,17.0,0.174,10.2,23.9,False
PN-100303,77,ENGINE INDICATING,AIRBUS,A330-300,KRİTİK,VAR,Yurtiçi tamir,9.0,5,1.39,1.11,6.1,0.95,1.0,2.0,4.0,2.0,4.0,0.0,0.0,23.9,False
PN-104352,36,PNEUMATIC,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,9,1.44,0.56,3.1,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,23.9,False
PN-104313,23,COMMUNICATIONS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,29.0,3,1.1,0.64,2.7,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,23.9,False
PN-102698,24,ELECTRICAL POWER,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,10.0,22,5.5,0.56,11.9,0.95,1.0,3.0,9.0,2.0,5.0,0.045,0.5,23.9,False
PN-104671,56,WINDOWS,AIRBUS,A330-300,KRİTİK,VAR,Yurtiçi tamir,6.0,13,3.25,1.11,14.6,0.95,1.0,2.0,6.0,2.0,6.0,0.0,0.0,23.9,False
PN-103911,80,STARTING,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,27.0,16,4.0,0.56,8.6,0.9,2.0,4.0,8.0,3.0,6.0,0.188,1.6,23.9,False
PN-100855,76,ENGINE CONTROLS,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,5,1.02,0.69,2.8,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,23.9,False
PN-101400,76,ENGINE CONTROLS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,22.0,35,8.75,0.64,22.2,0.9,2.0,5.0,14.0,4.0,10.0,0.029,0.6,23.9,False
PN-104186,27,FLIGHT CONTROLS,BOEING,777-F,KRİTİK DEĞİL,VAR,Yurtiçi tamir,13.0,16,4.0,2.5,38.4,0.9,2.0,2.0,6.0,4.0,14.0,0.062,2.4,23.9,False
PN-104095,36,PNEUMATIC,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,30.0,1,0.21,0.69,0.6,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.9,False
PN-101309,76,ENGINE CONTROLS,BOEING,737-900ER,KRİTİK DEĞİL,YOK,Satınalma,29.0,3,0.85,1.0,3.3,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.9,False
PN-100094,77,ENGINE INDICATING,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,13.0,8,1.27,0.69,3.4,0.95,1.0,2.0,4.0,2.0,3.0,0.375,1.3,23.9,False
PN-102341,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,9.0,6,1.25,2.96,14.4,0.9,1.0,2.0,4.0,2.0,6.0,0.0,0.0,23.9,False
PN-104360,21,AIR CONDITIONING,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,8.0,18,4.5,2.59,45.5,0.9,2.0,2.0,7.0,3.0,15.0,0.0,0.0,23.9,False
PN-103382,79,OIL,BOEING,737-900ER,KRİTİK DEĞİL,YOK,Yurtdışı tamir,25.0,13,3.25,1.0,12.8,0.9,2.0,3.0,7.0,3.0,7.0,0.0,0.0,23.8,False
PN-101891,27,FLIGHT CONTROLS,BOEING,737-900ER,KRİTİK,VAR,Yurtiçi tamir,12.0,7,1.31,1.0,5.2,0.95,1.0,2.0,4.0,2.0,4.0,0.0,0.0,23.8,False
PN-101079,74,IGNITION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,26.0,16,4.0,0.64,9.9,0.9,2.0,4.0,8.0,3.0,6.0,0.188,1.9,23.8,False
PN-102812,26,FIRE PROTECTION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,28.0,7,1.75,0.69,4.8,0.9,1.0,2.0,4.0,2.0,4.0,0.0,0.0,23.8,False
PN-104154,26,FIRE PROTECTION,AIRBUS,A330-200,KRİTİK DEĞİL,YOK,Satınalma,19.0,3,0.65,1.33,3.4,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.8,False
PN-101248,29,HYDRAULIC POWER,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,8.0,23,5.75,0.69,15.7,0.95,1.0,3.0,9.0,2.0,6.0,0.043,0.7,23.8,False
PN-104182,23,COMMUNICATIONS,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Yurtdışı tamir,25.0,5,1.02,1.11,4.4,0.9,1.0,2.0,4.0,2.0,4.0,0.0,0.0,23.8,False
PN-103354,80,STARTING,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Satınalma,24.0,29,7.25,0.56,15.6,0.9,2.0,4.0,12.0,4.0,8.0,0.069,1.1,23.8,False
PN-103259,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,3,0.85,0.56,1.8,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.8,False
PN-100873,24,ELECTRICAL POWER,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,6.0,34,8.5,0.64,21.5,0.95,1.0,3.0,12.0,2.0,8.0,0.088,1.9,23.8,False
PN-104032,27,FLIGHT CONTROLS,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,8,2.0,0.56,4.3,0.9,1.0,3.0,5.0,2.0,4.0,0.0,0.0,23.8,False
PN-103077,74,IGNITION,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,11.0,14,3.5,0.56,7.6,0.95,1.0,3.0,7.0,2.0,4.0,0.286,2.2,23.8,False
PN-103463,22,AUTO FLIGHT,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,8.0,24,6.0,0.69,16.6,0.95,1.0,3.0,9.0,2.0,7.0,0.083,1.4,23.8,False
PN-100779,76,ENGINE CONTROLS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,28.0,6,1.6,0.64,4.0,0.9,1.0,2.0,4.0,2.0,3.0,0.333,1.3,23.8,False
PN-104815,28,FUEL,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,27.0,11,2.75,0.64,6.9,0.9,1.0,3.0,6.0,2.0,4.0,0.091,0.6,23.8,False
PN-102641,34,NAVIGATION,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,15.0,29,7.25,1.11,31.5,0.9,2.0,4.0,12.0,4.0,12.0,0.103,3.3,23.8,False
PN-100991,36,PNEUMATIC,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,4,0.85,0.56,1.9,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.8,False
PN-100848,74,IGNITION,BOEING,737-900ER,KRİTİK DEĞİL,YOK,Yurtdışı tamir,22.0,21,5.25,1.0,20.5,0.9,2.0,4.0,10.0,4.0,10.0,0.19,3.9,23.8,False
PN-101958,56,WINDOWS,AIRBUS,A319-100,KRİTİK,VAR,Yurtiçi tamir,12.0,10,2.5,0.56,5.5,0.95,1.0,2.0,5.0,2.0,4.0,0.2,1.1,23.8,False
PN-101657,76,ENGINE CONTROLS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,28.0,5,1.68,0.64,4.2,0.9,1.0,2.0,4.0,2.0,4.0,0.2,0.8,23.8,False
PN-101573,74,IGNITION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,20.0,41,10.25,0.64,25.7,0.9,2.0,5.0,16.0,4.0,11.0,0.146,3.8,23.8,False
PN-104407,25,EQUIPMENT / FURNISHINGS,BOEING,737-900ER,KRİTİK,VAR,Yurtiçi tamir,13.0,4,0.74,1.0,2.9,0.95,1.0,2.0,3.0,2.0,3.0,0.5,1.5,23.8,False
PN-102733,26,FIRE PROTECTION,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,9.0,5,1.12,2.96,13.2,0.9,1.0,2.0,4.0,2.0,6.0,0.0,0.0,23.8,False
PN-103293,28,FUEL,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,9.0,22,5.5,0.64,13.8,0.95,1.0,3.0,9.0,2.0,6.0,0.0,0.0,23.8,False
PN-101596,56,WINDOWS,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,26.0,1,0.42,1.11,1.8,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.8,False
PN-100036,76,ENGINE CONTROLS,BOEING,737-900ER,KRİTİK DEĞİL,YOK,Yurtdışı tamir,25.0,13,3.26,1.0,12.9,0.9,2.0,3.0,7.0,3.0,7.0,0.0,0.0,23.8,False
PN-104908,73,ENGINE FUEL AND CONTROL,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,23.0,9,2.25,1.11,9.8,0.9,2.0,2.0,5.0,3.0,6.0,0.111,1.1,23.8,False
PN-104788,28,FUEL,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,21.0,14,3.5,1.11,15.4,0.9,2.0,3.0,7.0,3.0,7.0,0.143,2.2,23.8,False
PN-101051,30,ICE & RAIN PROTECTION,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,24.0,6,1.5,1.11,6.5,0.9,1.0,2.0,4.0,2.0,4.0,0.0,0.0,23.8,False
PN-101054,22,AUTO FLIGHT,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,29.0,4,0.69,0.69,1.9,0.9,1.0,2.0,3.0,2.0,3.0,0.5,0.9,23.8,False
PN-101034,22,AUTO FLIGHT,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,29.0,3,0.7,0.56,1.5,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.8,False
PN-104001,74,IGNITION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,29.0,2,0.85,0.69,2.3,0.9,1.0,2.0,3.0,2.0,3.0,0.5,1.1,23.8,False
PN-104382,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,26.0,13,3.25,0.69,9.0,0.9,2.0,3.0,7.0,3.0,6.0,0.154,1.4,23.7,False
PN-103795,28,FUEL,BOEING,737-900ER,KRİTİK,VAR,Yurtiçi tamir,6.0,21,5.25,1.0,20.3,0.95,1.0,2.0,8.0,2.0,8.0,0.048,1.0,23.7,False
PN-103547,76,ENGINE CONTROLS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,4,1.27,0.64,3.3,0.9,1.0,2.0,4.0,2.0,3.0,0.5,1.6,23.7,False
PN-103853,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,8.0,8,1.33,2.96,15.5,0.9,1.0,2.0,4.0,2.0,6.0,0.25,3.9,23.7,False
PN-101118,71,POWER PLANT,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,28.0,6,1.21,0.69,3.2,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,23.7,False
PN-102656,22,AUTO FLIGHT,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,7.0,27,6.75,0.69,18.2,0.95,1.0,3.0,10.0,2.0,7.0,0.037,0.7,23.7,False
PN-104600,80,STARTING,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,10.0,14,3.5,0.69,9.5,0.95,1.0,3.0,7.0,2.0,5.0,0.214,2.0,23.7,False
PN-102757,52,DOORS,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,5.0,8,2.0,2.96,23.0,0.9,1.0,2.0,4.0,2.0,8.0,0.0,0.0,23.7,False
PN-100151,28,FUEL,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,6.0,6,1.78,2.96,20.7,0.9,1.0,2.0,4.0,2.0,8.0,0.167,3.4,23.7,False
PN-100436,36,PNEUMATIC,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,26.0,13,3.25,0.69,8.7,0.9,2.0,3.0,7.0,3.0,6.0,0.308,2.7,23.7,False
PN-104825,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,9.0,19,4.75,0.69,12.7,0.95,1.0,3.0,8.0,2.0,6.0,0.105,1.3,23.7,False
PN-103806,23,COMMUNICATIONS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,27.0,10,2.8,0.56,6.2,0.9,1.0,3.0,6.0,2.0,4.0,0.1,0.6,23.7,False
PN-102116,79,OIL,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,13.0,4,0.69,0.64,1.7,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.7,False
PN-101078,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,29.0,0,0.0,0.56,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,False
PN-104029,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,26.0,13,3.25,0.64,8.1,0.9,1.0,3.0,7.0,2.0,5.0,0.385,3.1,23.6,False
PN-103739,74,IGNITION,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,14.0,29,7.25,1.11,31.6,0.9,2.0,4.0,12.0,4.0,12.0,0.276,8.7,23.6,False
PN-101004,24,ELECTRICAL POWER,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,6.0,36,9.0,0.56,19.5,0.95,1.0,3.0,12.0,2.0,7.0,0.139,2.7,23.6,False
PN-101498,34,NAVIGATION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,25.0,16,4.0,0.69,10.8,0.9,2.0,4.0,8.0,3.0,6.0,0.062,0.7,23.6,False
PN-101962,24,ELECTRICAL POWER,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,11.0,8,2.0,0.69,5.4,0.95,1.0,2.0,4.0,2.0,4.0,0.25,1.3,23.6,False
PN-102993,76,ENGINE CONTROLS,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,5,1.06,0.69,2.9,0.9,1.0,2.0,4.0,2.0,3.0,0.4,1.1,23.6,False
PN-102991,52,DOORS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,27.0,9,2.25,0.56,5.0,0.9,1.0,3.0,6.0,2.0,4.0,0.111,0.6,23.6,False
PN-102943,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,27.0,10,2.5,0.56,5.4,0.9,1.0,3.0,6.0,2.0,4.0,0.0,0.0,23.6,False
PN-101459,35,OXYGEN,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,0,0.0,0.69,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,False
PN-100643,34,NAVIGATION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,24.0,21,5.25,0.64,13.0,0.9,2.0,4.0,10.0,3.0,7.0,0.143,1.9,23.6,False
PN-101173,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,3,0.7,0.69,1.9,0.9,1.0,2.0,3.0,2.0,3.0,0.333,0.6,23.6,False
PN-104880,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,10.0,12,3.0,0.69,8.1,0.95,1.0,2.0,5.0,2.0,5.0,0.0,0.0,23.6,False
PN-102517,35,OXYGEN,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,8.0,5,1.25,2.96,14.6,0.9,1.0,2.0,4.0,2.0,6.0,0.2,2.9,23.6,False
PN-102115,26,FIRE PROTECTION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,29.0,0,0.0,0.69,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,False
PN-103237,80,STARTING,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,26.0,14,3.5,0.56,7.5,0.9,1.0,3.0,7.0,2.0,4.0,0.071,0.5,23.6,False
PN-104633,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,8.0,5,1.25,2.96,14.6,0.9,1.0,2.0,4.0,2.0,6.0,0.0,0.0,23.6,False
PN-104242,74,IGNITION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,27.0,8,2.0,0.64,5.1,0.9,1.0,2.0,4.0,2.0,4.0,0.125,0.6,23.6,False
PN-100477,21,AIR CONDITIONING,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,10.0,13,3.25,0.56,7.2,0.95,1.0,2.0,6.0,2.0,4.0,0.308,2.2,23.5,False
PN-100107,56,WINDOWS,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,12.0,12,3.0,2.59,29.9,0.9,2.0,2.0,5.0,3.0,11.0,0.333,10.0,23.5,False
PN-100012,72,ENGINE,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,26.0,11,2.75,0.64,6.9,0.9,1.0,3.0,6.0,2.0,4.0,0.182,1.2,23.5,False
PN-102802,80,STARTING,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,10.0,13,3.25,0.56,7.2,0.95,1.0,2.0,6.0,2.0,4.0,0.077,0.6,23.5,False
PN-103925,36,PNEUMATIC,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Satınalma,28.0,4,0.68,0.56,1.5,0.9,1.0,2.0,3.0,2.0,3.0,0.25,0.4,23.5,False
PN-103411,80,STARTING,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,10.0,12,3.0,0.64,7.5,0.95,1.0,2.0,5.0,2.0,4.0,0.25,1.9,23.5,False
PN-101956,35,OXYGEN,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,27.0,7,1.5,0.64,3.7,0.9,1.0,2.0,4.0,2.0,3.0,0.143,0.5,23.5,False
PN-104885,26,FIRE PROTECTION,BOEING,737-900ER,KRİTİK DEĞİL,YOK,Satınalma,26.0,7,1.75,1.0,6.9,0.9,1.0,2.0,4.0,2.0,4.0,0.143,1.0,23.5,False
PN-104261,26,FIRE PROTECTION,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,22.0,9,2.25,1.11,9.6,0.9,1.0,2.0,5.0,2.0,5.0,0.111,1.1,23.5,False
PN-103276,22,AUTO FLIGHT,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,24.0,22,5.5,0.56,12.0,0.9,2.0,4.0,10.0,3.0,6.0,0.364,4.4,23.5,False
PN-102070,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,24.0,18,4.5,0.69,12.4,0.9,2.0,4.0,9.0,3.0,7.0,0.111,1.4,23.5,False
PN-104016,28,FUEL,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,12.0,4,0.79,0.56,1.7,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.5,False
PN-103734,29,HYDRAULIC POWER,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,4.0,35,8.75,0.69,24.1,0.95,1.0,3.0,12.0,2.0,9.0,0.143,3.4,23.5,False
PN-102563,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,27.0,6,1.5,0.64,3.8,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,23.5,False
PN-100847,22,AUTO FLIGHT,AIRBUS,A330-300,KRİTİK,VAR,Yurtiçi tamir,8.0,5,1.11,1.11,4.9,0.95,1.0,2.0,4.0,2.0,4.0,0.0,0.0,23.5,False
PN-102511,76,ENGINE CONTROLS,AIRBUS,A330-200,KRİTİK DEĞİL,YOK,Satınalma,18.0,4,0.69,1.33,3.7,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.5,False
PN-103496,23,COMMUNICATIONS,AIRBUS,A330-300,KRİTİK,VAR,Yurtiçi tamir,6.0,9,2.25,1.11,9.8,0.95,1.0,2.0,5.0,2.0,5.0,0.0,0.0,23.5,False
PN-102075,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,12.0,12,3.0,2.59,30.8,0.9,2.0,2.0,5.0,4.0,12.0,0.083,2.6,23.5,False
PN-100232,21,AIR CONDITIONING,AIRBUS,A330-300,KRİTİK,VAR,Yurtiçi tamir,7.0,7,1.63,1.11,7.0,0.95,1.0,2.0,4.0,2.0,4.0,0.429,3.0,23.5,False
PN-103306,28,FUEL,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,11.0,9,2.25,0.56,4.9,0.95,1.0,2.0,5.0,2.0,4.0,0.111,0.5,23.5,False
PN-100071,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,KRİTİK,VAR,Yurtiçi tamir,5.0,12,3.0,1.11,12.8,0.95,1.0,2.0,5.0,2.0,6.0,0.25,3.2,23.5,False
PN-102732,79,OIL,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,10.0,4,0.69,2.96,8.3,0.9,1.0,2.0,3.0,2.0,5.0,0.0,0.0,23.5,False
PN-103437,56,WINDOWS,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,10.0,11,2.75,0.69,7.5,0.95,1.0,2.0,5.0,2.0,4.0,0.273,2.1,23.5,False
PN-101569,80,STARTING,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,24.0,18,4.5,0.64,11.3,0.9,2.0,4.0,9.0,3.0,6.0,0.056,0.6,23.4,False
PN-100478,56,WINDOWS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,27.0,5,1.52,0.56,3.2,0.9,1.0,2.0,4.0,2.0,3.0,0.2,0.6,23.4,False
PN-104198,79,OIL,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,25.0,16,4.0,0.56,8.7,0.9,1.0,4.0,8.0,2.0,5.0,0.062,0.5,23.4,False
PN-103153,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,11.0,5,1.24,0.69,3.4,0.95,1.0,2.0,4.0,2.0,3.0,0.0,0.0,23.4,False
PN-100517,22,AUTO FLIGHT,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,8.0,18,4.5,0.64,11.4,0.95,1.0,3.0,8.0,2.0,5.0,0.056,0.6,23.4,False
PN-104808,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,6.0,28,7.0,0.64,17.4,0.95,1.0,3.0,10.0,2.0,7.0,0.036,0.6,23.4,False
PN-103607,71,POWER PLANT,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,10.0,11,2.75,0.64,6.9,0.95,1.0,2.0,5.0,2.0,4.0,0.0,0.0,23.4,False
PN-102191,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,7.0,17,4.25,2.59,43.0,0.9,2.0,2.0,7.0,3.0,14.0,0.0,0.0,23.4,False
PN-104019,56,WINDOWS,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,27.0,5,1.26,0.69,3.4,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,23.4,False
PN-101398,21,AIR CONDITIONING,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,25.0,13,3.25,0.64,8.2,0.9,1.0,3.0,7.0,2.0,5.0,0.0,0.0,23.4,False
PN-102136,36,PNEUMATIC,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,11.0,6,1.19,0.69,3.3,0.95,1.0,2.0,4.0,2.0,3.0,0.167,0.6,23.4,False
PN-100857,22,AUTO FLIGHT,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,8.0,4,1.05,2.96,12.1,0.9,1.0,2.0,4.0,2.0,6.0,0.25,3.0,23.4,False
PN-102539,34,NAVIGATION,BOEING,737-900ER,KRİTİK,VAR,Yurtiçi tamir,6.0,17,4.25,1.0,16.8,0.95,1.0,2.0,7.0,2.0,7.0,0.0,0.0,23.4,False
PN-103847,30,ICE & RAIN PROTECTION,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,12.0,3,0.55,0.56,1.2,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.4,False
PN-102973,80,STARTING,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,13.0,12,2.62,2.59,26.7,0.9,2.0,2.0,5.0,3.0,10.0,0.333,8.9,23.4,False
PN-102702,26,FIRE PROTECTION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,24.0,17,4.25,0.64,10.6,0.9,2.0,4.0,9.0,3.0,6.0,0.118,1.3,23.4,False
PN-102630,79,OIL,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,25.0,13,3.25,0.69,8.8,0.9,1.0,3.0,7.0,2.0,5.0,0.308,2.7,23.4,False
PN-102962,80,STARTING,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,11.0,7,1.75,0.64,4.3,0.95,1.0,2.0,4.0,2.0,4.0,0.0,0.0,23.4,False
PN-104312,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,12.0,2,0.57,0.69,1.6,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,23.4,False
PN-101074,34,NAVIGATION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,17.0,44,11.0,0.69,29.9,0.9,2.0,5.0,16.0,4.0,12.0,0.068,2.0,23.4,False
PN-102963,22,AUTO FLIGHT,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,12.0,1,0.28,0.56,0.6,0.95,1.0,2.0,3.0,2.0,3.0,1.0,0.6,23.4,False
PN-100070,73,ENGINE FUEL AND CONTROL,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Satınalma,25.0,15,3.75,0.56,8.0,0.9,1.0,4.0,8.0,2.0,4.0,0.0,0.0,23.4,False
PN-103101,24,ELECTRICAL POWER,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,11.0,5,1.39,0.64,3.5,0.95,1.0,2.0,4.0,2.0,3.0,0.0,0.0,23.4,False
